Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2015;0;1.6888695315287253e-06;0.0078267836564563827;0.99999831113046844;1.1974752808651643;1.0;-0.00022926599143602289;0.10102855710730384;0.10184193657538379;0.90979363603033381
2030;1;1.0757519218586325e-05;0.00012930777818290532;1.2469831242311822;1.4914618886248712;0.011223285740530563;0.0023885665943357282;0.10370408152870191;0.10926790130373899;0.88844135573543204
2030;2;5.0894444036152163e-06;0.00012063206251281824;1.2484909899905603;1.4941892680330628;0.010955275196128643;0.0013567556079729926;0.10246294085572794;0.10544975490809309;0.89949983334966166
2060;3;1.5239388812780082e-05;5.5080438944584297e-08;1.8850596673005959;2.2517907567033939;2.4861191384622212e-06;0.025617139367128949;0.10495651659238606;0.11751334382125753;0.86627483052742105
2060;4;8.6397646899712427e-06;3.8013890752279643e-08;1.9148598505571603;2.2897361851605718;1.816703692786153e-06;0.015935833850733161;0.10336254315812936;0.11145527111033358;0.88423187314980878
2060;5;9.4893772583650183e-06;3.8095963180185266e-08;1.9146781350409952;2.2895077939273096;1.8201551456016926e-06;0.015916787400493959;0.10337055630641717;0.1114850370401374;0.8841461320723295
2060;6;4.3364420890363125e-06;3.0700468408561446e-08;1.9312639914669161;2.3109553976960671;1.5317613314049111e-06;0.010228701838799203;0.10210592538122862;0.10714032343763957;0.89659330136561388
2100;7;1.6576032338627505e-05;3.537137198798147e-12;3.1447497327931271;3.7526218723044327;7.2983622608887468e-11;0.051399833705856324;0.1053622387322412;0.1241185763361126;0.84834287165744982
2100;8;2.273074061697441e-05;1.3328951859243453e-12;3.2901411213701564;3.93283892133211;2.9556749454046207e-11;0.040156742848518334;0.10353129685214149;0.11403375180177555;0.87786905952142946
2100;9;1.757010913197404e-06;1.3390891948843454e-12;3.2897308445978273;3.9322237948033694;2.9630559904508964e-11;0.040133729676128382;0.10359727668642282;0.11420769100408086;0.87731243214980836
2100;10;7.777331980849112e-06;7.0517796075532257e-13;3.3904139221714042;4.0563634013161254;1.621409597839784e-11;0.028280083925258381;0.10174502518184089;0.10872187301721976;0.89388106945046364
2100;11;1.0319152238329316e-05;1.3437034503738689e-12;3.2889143840709263;3.9313180927080449;2.9778020848497613e-11;0.040079311588225863;0.10355175179698665;0.11411767041787861;0.87762587560961647
2100;12;7.777331980849112e-06;7.0734793959067227e-13;3.3898584494359842;4.0557010166727281;1.6267316622091585e-11;0.028241980233456587;0.10173914896302924;0.10872315616429182;0.89389074407346825
2100;13;7.777331980849112e-06;7.0899153387741468e-13;3.3894663500390014;4.0552252575281562;1.6304994645499327e-11;0.028222648172393505;0.1017396578838265;0.10873588336931667;0.89386145910703452
2100;14;7.777331980849112e-06;4.6826116829748296e-13;3.4553506768034667;4.1367007322760507;1.1094419954346722e-11;0.018480672860299308;0.10005397979146886;0.10505516683545196;0.9053917919648079
2200;15;2.8921397223082484e-05;5.1729020585253103e-22;10.480952790113637;12.460205933809945;1.5461085190696224e-21;0.23830719051733951;0.097886847170032529;0.14891531979767006;0.7872019997166777
2200;16;2.7487889563486453e-40;1.7887837543737886e-23;12.347104417964056;14.739138827026103;5.8338176474225483e-23;0.15715515729546325;0.10055075089779505;0.12599861230788925;0.85454876841687
2200;17;0.040062727518281424;3.6416081612364785e-23;11.856294831547229;14.165637529310359;1.3130324534555204e-22;0.1509600242112441;0.0992997026575341;0.12126230039413648;0.86964052819390958
2200;18;0.00010156806614595636;2.5025765470657492e-24;13.602658091084908;16.267373617284917;8.4096830560184594e-24;0.10656302760647662;0.099541735487831851;0.11423512332070265;0.88607456198485346
2200;19;0.064384205506196154;6.1583836900634186e-23;11.529301992584324;13.776132384317137;2.2971796917709439e-22;0.14641243221191758;0.099089013176391669;0.12085222531448411;0.87112992510663023
2200;20;0.0076021774380625453;2.932800203061656e-24;13.481502148429714;16.124968520327236;1.0057488935321527e-23;0.10524410394125994;0.099215345897133003;0.11335188430722484;0.8888099057263954
2200;21;0.0037944352031310949;2.7038570292978925e-24;13.541079445534043;16.19567955664456;9.2085138692993627e-24;0.10584897430110374;0.099296590740748952;0.11353835309723499;0.88820838119285239
2200;22;0.027743731239504587;1.1385951676308429e-24;14.12175968804036;16.905176266296664;3.9762980772061302e-24;0.063806268670596467;0.098302840503304026;0.10734434407005072;0.90409655585095394
2200;23;0.010802361872271689;2.1593944306722159e-23;12.200624204759725;14.57254561691698;7.4065210044910359e-23;0.15500143250566367;0.099725891574519776;0.1229933424094594;0.86430005730939419
2200;24;0.0016194712021125512;2.6034141926687353e-24;13.570333765515285;16.229975983446455;8.8195145555046197e-24;0.10601817041759887;0.09937356096325696;0.11379600913688924;0.88745029510986539
2200;25;0.011455089518172876;3.1237266558490067e-24;13.434736196057496;16.069673898720925;1.0781331688178341e-23;0.10492448650474273;0.099155262447848433;0.11309818645058678;0.88951954557087709
2200;26;0.014569442936080694;8.8528324712171918e-25;14.311749114025542;17.132110854229303;3.0436939451331436e-24;0.064602805539770713;0.098340359453056164;0.10755358084457191;0.90356689524916878
2200;27;0.21693068432252804;2.5300180387339607e-22;10.639412422675946;12.732527553881093;1.1452555031651916e-21;0.083019803655481894;0.098161098110608955;0.11001922311842399;0.89853850872323582
2200;28;5.3939662926931259e-05;6.7813541149202639e-25;14.520334635972315;17.379921706921415;2.2788868575365732e-24;0.06547914118257836;0.098484163461592;0.10831556765862152;0.90161450790729103
2200;29;0.50263109580950827;3.8352824794862307e-19;7.2223524976320546;8.6473075495285769;2.6526603670506491e-18;0.032569045460650869;0.098051832777228204;0.10619883715794724;0.9070715984466321
2200;30;0.0020855781242777611;2.6663215142565255e-25;15.215155647753921;18.222131547717911;8.9480268686090624e-25;0.024487609909940034;0.097406330310856604;0.10443276812263234;0.9121213967356856
2300;31;0.0013523217354963425;8.6499728479385582e-30;26.980987469893954;32.041667579221162;5.7333246985958425e-30;1.1525417360552126;0.0;0.25644929474384837;0.77044649915249985
2300;32;0.012210610378701659;2.6789921999545935e-33;40.599897614115427;48.469328176015992;1.6183206503514286e-33;0.87621033135079074;0.0;0.2269892808349866;0.85593013421318331
2300;33;0.0017314074768309182;2.6280637824103546e-33;40.763271092643791;48.62213134735763;1.4934228775707092e-33;0.88115366392003125;0.0;0.23282466986681113;0.84119441882600543
2300;34;0.018683336300381905;4.1589372832193388e-35;50.212429740895018;60.054225788398334;2.3085463683410816e-35;0.57917194040655318;0.0;0.21337485589295699;0.88765415492790278
2300;35;0.00021743040380984392;8.0889986441050043e-34;43.182827260781366;51.572426532821488;4.7134823275248989e-34;0.93433989381423999;0.0;0.22431387781755266;0.86243612427586358
2300;36;3.6828287711514837e-05;1.644482909370135e-35;52.743308896547603;63.075606873211193;8.6340766579374526e-36;0.62485238606271309;0.0;0.2140790105477916;0.88609113847100229
2300;37;0.0015946533203249811;2.7883825555812863e-35;51.372513472050983;61.412840818298982;1.4619989105887935e-35;0.59411300217888652;0.0;0.21707401839679238;0.87935560122648448
2300;38;6.064073367703588e-41;1.8524691862658823e-36;59.049790778375083;70.653182352163611;9.0197827952943423e-37;0.35774464187525723;0.0;0.20998009239429213;0.89508520686949133
2300;39;0.047147739880466409;1.6446772163647939e-33;41.270974914621284;49.392135157837544;1.1659200818684701e-33;0.89562839972288089;0.0;0.2080648200765568;0.89920462618038066
2300;40;0.00083502289241051012;1.5908607622382019e-35;52.781959687161638;63.138266126115951;8.5085024851888685e-36;0.62796232124853191;0.0;0.21198489777204133;0.89071731614183824
2300;41;0.0044471860296640712;2.3846480607651931e-35;51.710928634362325;61.844321581517697;1.2820843636315481e-35;0.60121707638742805;0.0;0.21364851202554272;0.88704762561033434
2300;42;0.0002996485481375254;1.6693327938111284e-36;59.325003256819969;70.997210131585902;8.2187908462798194e-37;0.36295085750026601;0.0;0.20824987022269251;0.89880883427020397
2300;43;0.04982785278650214;5.4497828081978993e-35;49.267928549751822;58.994592028827938;3.3750272583064937e-35;0.57211216251999986;0.0;0.20342424574755288;0.9089815467356458
2300;44;6.064073367703588e-41;1.7038741583767555e-36;59.288472317196508;70.945305011164251;8.3206670136127885e-37;0.36198440759704908;0.0;0.20921497076050177;0.89673699037617249
2300;45;6.064073367703588e-41;1.5026896364489939e-36;59.652564784461326;71.389731930894698;7.3617475746399887e-37;0.37066875542137723;0.0;0.20818955682813101;0.89893788622913362
2300;46;6.064073367703588e-41;2.7043544900341774e-37;65.13916999854122;77.999274872657878;1.2668317322378014e-37;0.16379443919021242;0.0;0.20341526643696015;0.90900019649886599
2300;47;0.0046582947022310514;1.3265343229585802e-33;42.066804905364357;50.241670621283767;7.9574294347472485e-34;0.9048916982777655;0.0;0.2240152285137938;0.86315337879203291
2300;48;3.2250750260467576e-09;2.1090908649733464e-35;52.124391794099274;62.314386920937174;1.0933100316864419e-35;0.60788089822381153;0.0;0.21673581481349266;0.88012347214251208
2300;49;6.7651319255063338e-05;2.4936923809423596e-35;51.68534982226295;61.783672657466283;1.2948341412256981e-35;0.59857884809702;0.0;0.21746715408396841;0.87846062086857546
2300;50;1.1255877469623703e-07;1.7614598767975361e-36;59.190631245792943;70.826490614665133;8.6001081261777346e-37;0.35988328641920475;0.0;0.20941898301674322;0.89629736443008257
2300;51;0.00078631441450413206;2.1047486542613501e-35;52.080647457065226;62.27756126510954;1.111823501741857e-35;0.6073244463884464;0.0;0.21478892480696238;0.88450754419465782
2300;52;0.011165874338284707;1.929057267540911e-36;58.78700292229918;70.379341124588578;9.8613631438298665e-37;0.36132400393569242;0.0;0.20510576956683504;0.9054711674488567
2300;53;6.064073367703588e-41;1.5856299008120962e-36;59.495967890806327;71.198791507616349;7.7591234424315043e-37;0.36648049334289112;0.0;0.20860565854790672;0.89804654041290022
2300;54;0.0099389631256848951;3.2775988453534527e-37;64.423243508646465;77.159233235277725;1.5801983906303579e-37;0.16033413993596923;0.0;0.20144488704987623;0.91306862213951268
