Year;Discount Prices;Net Expected Damages;Expected Damages;Risk Premium;Expected SDF;Cross SDF & Damages;Discounted Expected Damages;Cov Term;Scaled Net Expected Damages;Scaled Risk Premiums
2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;0.89815357315289424;0.0023461702141534643;-0.21789446898116127;4.1617348938708797e-05;0.89815357315289424;-0.19569425778370475;-0.96522030717507845;8.438101977731316e-06;0.050064059777498594;0.00088805724004142937
2025;0.80670638348327983;0.0045386945571869088;-0.23416405892255909;8.0655291906749145e-05;0.80670638348327983;-0.18888528789722231;-0.93167699728357678;1.6353217960979327e-05;0.096849527051386372;0.0017210734886292287
2030;0.73466841721512322;0.16226315005023526;0.044781526166159935;-0.0025801870894812261;0.73466841721512322;0.032376428579185219;0.16226315005023526;-0.00052314436978512235;3.4624734364089216;-0.055057659459514741
2035;0.66077418313135983;0.16174285917256664;0.049629786550953181;-0.0022386138742100732;0.66077418313135983;0.032340192780918674;0.16174285917256664;-0.00045388888627116014;3.4513711415097057;-0.047768954759162242
2040;0.59433601984017259;0.1610871917176703;0.054954000925377944;-0.0019138643809909356;0.59433601984017259;0.032273097697303244;0.1610871917176703;-0.00038804448697904448;3.4373800958225389;-0.040839245250808634
2045;0.53457827524160961;0.16029968386219259;0.06079833951547764;-0.0016048244597453071;0.53457827524160961;0.032176086202696255;0.16029968386219259;-0.00032538527304157988;3.4205757565149959;-0.034244756497375593
2050;0.48082919389583978;0.15938973219606575;0.067210924694433016;-0.0013109313196846255;0.48082919389583978;0.032051177605686557;0.15938973219606575;-0.00026579713613165967;3.4011586339495534;-0.027973479314060235
2055;0.43248457265298074;0.15836625685184871;0.074244175652260491;-0.0010316378480701043;0.43248457265298074;0.031900291432224448;0.15836625685184871;-0.00020916914671626624;3.3793190715407508;-0.022013739064174049
2060;0.39325429994037053;-0.74919191189417478;-0.38626909142483457;0.070016638491405367;0.39325429994037053;-0.13770579731463123;-0.74919191189417478;0.014196183822245079;-15.986729537192494;1.4940591921707613
2065;0.35406475177292901;-0.71490420296763169;-0.40938838287757073;0.068526944000398549;0.35406475177292901;-0.13105585450155724;-0.71490420296763169;0.013894141660710652;-15.255076778591899;1.4622711515596989
2070;0.31879964987198328;-0.68209988460168602;-0.43381093817039806;0.06707377281939278;0.31879964987198328;-0.12469927043718088;-0.68209988460168602;0.01359950476217861;-14.555077543359356;1.4312624683729758
2075;0.28704768643973766;-0.65067829272544397;-0.45960275729047817;0.065649451482763452;0.28704768643973766;-0.11861719086407722;-0.65067829272544397;0.013310717297478805;-13.884583798060513;1.4008694013613794
2080;0.25845880961777834;-0.62058389094014998;-0.48683244724336272;0.064253292537614054;0.25845880961777834;-0.11279849491534025;-0.62058389094014998;0.013027639882489145;-13.242410471991482;1.3710772812214225
2085;0.23271785391957184;-0.59176330648339781;-0.51557124441977131;0.062884638233455817;0.23271785391957184;-0.10723249438862983;-0.59176330648339781;0.012750139155382367;-12.627418663485424;1.3418720724583268
2090;0.20954106274912221;-0.56416524764637455;-0.54589302582535026;0.061542858672383877;0.20954106274912221;-0.10190891737721183;-0.56416524764637455;0.012478087401566071;-12.038513877709603;1.313240333913317
2095;0.18867295762348052;-0.53774042429804714;-0.57787430738828194;0.06022735007398574;0.18867295762348052;-0.096817892507682288;-0.53774042429804714;0.012211362201885193;-11.474644330760368;1.2851691817391424
2100;0.16761785653804973;-0.094358788264314195;-0.1141385708369913;0.009047648839616642;0.16761785653804973;-0.017297211683575026;-0.094358788264314195;0.001834450908437809;-2.0134873368092125;0.19306443736258039
2105;0.150632264724648;-0.067451292072823826;-0.090790963604442387;0.0080392903206078607;0.150632264724648;-0.012046046715389457;-0.067451292072823826;0.0016300017488807897;-1.4393182123070312;0.17154744730437166
2110;0.13537621570102032;-0.042223876733268419;-0.063239160086936419;0.007131861821672008;0.13537621570102032;-0.0071150615783866777;-0.042223876733268419;0.0014460165982937822;-0.90099971266356327;0.1521841656718316
2115;0.12166545920642198;-0.01858948107768401;-0.030979209022022336;0.0063157128165554147;0.12166545920642198;-0.0024885609218158501;-0.01858948107768401;0.0012805387697002284;-0.39667407176663438;0.13476866344909708
2120;0.10934345583006563;0.0035297320890613141;0.0065451454971665601;0.0055844144202409768;0.10934345583006563;0.0018479336057358846;0.0035297320890613141;0.0011322647781650999;0.07531964954600763;0.11916375703292516
2125;0.098269525345289099;0.024208187898711628;0.049947502938524346;0.0049319108672965144;0.098269525345289099;0.0059082841963543874;0.024208187898711628;0.0009999667904031671;0.51656958167603007;0.10524022468110535
2130;0.088317239835141781;0.043517040298568913;0.099904309037740502;0.004352500219935493;0.088317239835141781;0.0097057615351030455;0.043517040298568913;0.00088248871325279435;0.92859405242831339;0.092876394848891847
2135;0.079372979645098818;0.06152430732887966;0.15716086368702809;0.0038408160006023501;0.079372979645098818;0.013253068504037825;0.06152430732887966;0.00077874246960119541;1.3128444736451468;0.081957754253524737
2140;0.071334635661720103;0.078295001016118429;0.22253787901212463;0.0033918097071038008;0.071334635661720103;0.016562362973511657;0.078295001016118429;0.00068770445324979959;1.6707081129510375;0.072376574771073898
2145;0.064110443088494937;0.093891252090695265;0.29693863656581887;0.0030007341700930374;0.064110443088494937;0.019645279714898614;0.093891252090695265;0.00060841215457040076;2.0035107550578126;0.064031558307940356
2150;0.057617933393019197;0.10837242973007732;0.38135679682672619;0.0026631277145137966;0.057617933393019197;0.022512951467705197;0.10837242973007732;0.00053996094916773305;2.3125192569188706;0.056827498827760212
2155;0.051782992450220472;0.1217952565203977;0.47688491881587858;0.0023747990882866349;0.051782992450220472;0.025176029192770448;0.1217952565203977;0.00048150104210380532;2.5989440008524975;0.050674960750206867
2160;0.04653901412002398;0.13421391882236372;0.58472375266404031;0.0021318131230968103;0.04653901412002398;0.027644701542104265;0.13421391882236372;0.00043223456055908188;2.863941249599228;0.045489972971838939
2165;0.04182613958851155;0.14568017272049125;0.70619237341341679;0.0019304770937369222;0.04182613958851155;0.029928713574860578;0.14568017272049125;0.00039141278812873659;3.1086154071334278;0.041193737793150269
