Year;Node;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0;Cost;CertainEquivalence;Consumption;Utility;SDF;DeltaConsumption;MU_2;MU_1;MU_0
2100;10;0.042793368461756354;0.66067395240261906;3.3308607394653622;31.19443545521036;0.16454864002581615;0.003579247714657896;0.13352387890222231;0.13378425075474124;0.2972099856354779;0.042862911595880036;0.66078048858473204;3.3288663343759968;31.150041926939696;0.1649649333773778;0.41016234615365299;0.13340700012517276;0.13367307563279801;0.2969376049375676
2100;11;0.092897162115231482;0.66353605149895079;3.0811347355230274;29.966904012649863;0.17943232641670526;0.42736537596210766;0.13915116177313391;0.13948722117299364;0.30995404102323365;0.094891541255361256;0.66365506662286788;3.0728178244781348;29.917533593776344;0.18030730101797782;0.82514288806350145;0.13931790129129956;0.13965917017399598;0.31031727640646639
2100;12;0.04851742985729305;0.66134197631876568;3.2963593233738582;30.910697686254021;0.1664633605999708;0.81415767481836099;0.13372202278236994;0.13400899414192169;0.2976312404993377;0.045561926085066644;0.66139955793716954;3.3054892011906545;30.889965194963942;0.16626173768343774;0.3948921253888571;0.13322109047751007;0.13351406745870589;0.29649685312360108
2100;13;0.031445994800541853;0.66262494316639542;3.3452236403458913;30.407171323683922;0.16376382985326279;-0.5376832383250818;0.12925414599953008;0.12959691036431298;0.28750972040822298;0.022287683968046746;0.6629867182895488;3.3754122148165528;30.271456327569268;0.16243930807155915;-0.74519245712711957;0.12735139033637299;0.12770115809132615;0.28324274729678794
2100;14;0.0025890957995439328;0.65954854616289604;3.4884106529790047;31.707772427997952;0.15631226842322776;0.069263039115829983;0.12912984065517016;0.12938777573801216;0.28750035276403885;0.0028800199184200125;0.65957674963674817;3.4864445779441735;31.695392622262627;0.15670159835805766;0.086192180230870719;0.12915385053788442;0.12941428083341122;0.28755570190830232
2200;15;0.0095994425037004456;0.58112456463910245;13.829311268156188;99.815173619808348;0.020495815186396548;-1.0351910068827408;0.099670071770070937;0.1000380736880801;0.22252021862012128;0.0096049848331159586;0.58134187317866426;13.756335863458734;99.47396198236099;0.020655066727917698;2.0952199628792911;0.09986126692273635;0.10023824518790157;0.22298219057654134
2200;16;0.0096008977701768205;0.57748146136269973;14.658937638826696;105.63302635587961;0.019211087569161168;-0.68307269743765886;0.099597060600738946;0.099814530716214961;0.22212275211356988;0.0096047386164725117;0.57760942809413063;14.611027926377844;105.41843012299711;0.019317012665656635;1.3827430597736168;0.09972324475026105;0.09994765603727801;0.22242901183601052
2200;17;0.0096054934666179263;0.57748196410682573;14.658494858315086;105.63212585247391;0.019211732345148714;-1.4874944793049849;0.099599310995541757;0.099816780251888934;0.22212810313189083;0.0096058360539574075;0.57760862128732704;14.610968136111847;105.41970122916554;0.019317100496815186;0.79239807892506064;0.099725036671946474;0.099949466558124478;0.22243300318118725
2200;18;0.009605859234966296;0.57545712916173519;15.145092980833468;109.02828554688078;0.018527129526482358;-0.96404756527466162;0.099535961194845271;0.099668045467737831;0.22187853203600094;0.009605083596368252;0.57552463276578658;15.117460066655179;108.91065989163997;0.018599346829435082;0.40180848676651948;0.099611638212489625;0.099747693569106052;0.22206271204716732
2200;19;0.0098184888809011855;0.57790550260233786;14.513363531706574;104.92656877269108;0.019425310664897995;-1.6468658487887922;0.099931720914976874;0.10016996259009163;0.22293128201508902;0.0098590167976320246;0.57800760121666661;14.475462602227905;104.7565668118082;0.019518124885269991;1.800782582024496;0.10003323346299341;0.10027712129536816;0.22317747253629275
2200;20;0.0098515565349392448;0.57569593172713929;15.054705315316998;108.61438541756776;0.01865076602086806;-0.99459233084857601;0.099757935931683223;0.099903537415295646;0.22241724186069731;0.0098551659493582734;0.57574646771058358;15.032133539364963;108.52623530742564;0.018716689210417987;1.1497361599490219;0.099829038148558133;0.099978345919733314;0.22258746211442279
2200;21;0.01869518439252368;0.57779818010708306;14.412654793749818;105.07411244985694;0.019576185360650433;-2.0024506782849727;0.10086429340023442;0.10113207996751201;0.22501381034949108;0.019198202339462938;0.57794620457303103;14.375538596754483;104.83126849922931;0.019668927263093237;0.61989790630043728;0.10089372814176939;0.10117051028300858;0.22508000635452924
2200;22;0.018310431062908937;0.57559151299799149;14.932865590016579;108.75910898375334;0.018819925299614564;-1.9972131652549407;0.10079356895471854;0.10095263408660446;0.22476682877988471;0.019192840948671228;0.57566297190456328;14.900550533901033;108.63414512322332;0.018900425958965721;0.37346797868522685;0.10090413509421738;0.10106845288768457;0.22502088608692117
2200;23;0.009967069318392429;0.57854799666483103;14.255210149546732;103.85702508832512;0.019816569008917373;2.5164205006538154;0.10072851441416579;0.10099636828403315;0.22484721745241251;0.0098911493568415651;0.57858451816672007;14.233577239262196;103.79499307820949;0.019887016219996834;2.4532292794736676;0.10082326620854656;0.10109308750567912;0.22507748755436685
2200;24;0.0099740743418601542;0.57606814910092452;14.887683083565108;107.96661592149486;0.018883398633096588;1.6762513124398026;0.10029044022905727;0.10045617764619584;0.22369971469631034;0.0098899244156824898;0.57608022893194399;14.874426328110539;107.94390389969379;0.018937313004379456;1.5953375809386827;0.10036112389634241;0.10052761749656092;0.22386891143477369
2200;25;0.01923030331833973;0.57837284118803944;14.273843245149362;104.13588061536899;0.019787828258692696;-0.90793897298659942;0.10093909470331024;0.10124149312046407;0.22519103175838662;0.020647614361077624;0.57862313188023917;14.218050385721154;103.73109787075788;0.019911148393030334;1.066204955919936;0.10094979409516888;0.10126799668662269;0.2251964789211775
2200;26;0.018921167810100257;0.57589552027461755;14.840071257276001;108.23853343020373;0.018950726274301475;-1.4082770485053686;0.10094354378666287;0.10112862810074884;0.22512561657875291;0.02064298772294931;0.57604323122395218;14.791590759845526;107.9857794084021;0.019055185440466076;0.59965498517478011;0.10104900752152229;0.10124507277492549;0.22535944906271857
2200;27;0.036664465404300434;0.58140279095515257;13.698050885584658;99.370073772774077;0.020714152330609661;3.457871089395681;0.10039391946514291;0.10083429428918129;0.22377668378332674;0.046032503890846191;0.58243144222935617;13.506368348434878;97.807145953034123;0.021080246425989123;5.4518218164744781;0.10021332183658328;0.10067762977057833;0.22333922853308252
2200;28;0.037184839112836716;0.57779484432786377;14.359096434473868;105.06732750578136;0.019657332863725684;7.4419922365708047;0.1013339187230721;0.10162788960196861;0.22593032996677745;0.015722823367663636;0.57880955536822454;14.64074110133545;103.53345210464464;0.019273458066415818;-3.6185030056264722;0.097609679233062074;0.097951355338781604;0.21752271754625266
2200;29;0.0051064262370975827;0.57965065086979872;14.739424139130508;102.25132946606847;0.019094562450996951;-0.31805868105241331;0.095572420305364683;0.095952375885577756;0.21293643438388851;0.0062236059007665986;0.57966242552686309;14.715602279204615;102.22813527909121;0.019164546909556844;0.93127789232632097;0.095717324323050912;0.096097789972119749;0.21326570991489358
2200;30;0.00039946844615451523;0.57540028985885372;15.350755718022876;109.16761015022703;0.018251537666336977;-0.88790452089000382;0.098141783959051515;0.098451717309976011;0.2188884516031816;0.00083767183458821127;0.57541280988850918;15.341669993603867;109.14490293730957;0.018297572244096855;0.10692409757346866;0.09818278846158815;0.098491462260243703;0.21898186995353119
2300;31;0.0021168464113675432;0.52362883562025631;60.156447558359858;259.02459484275545;0.0024240967370128858;-4.470087097003983;0.0;0.11261582102960131;0.12534475878695958;0.0021164373935114735;0.5238132399086286;59.920189806278984;258.19929451032993;0.0024392547195943868;4.8151327341116712;0.0;0.11270272040281173;0.1254483988432562
2300;32;0.002117214635086673;0.51918679231214004;64.282378968697444;279.58240172772094;0.0022518483286902233;-2.7669292070186202;0.0;0.1137940572225986;0.12675047173572343;0.0021167101448071684;0.5193005036741527;64.125091065029409;279.02800247350211;0.0022621927960346055;3.0145477906160068;0.0;0.11384892835436887;0.12681596261434006
2300;33;0.0021165377988026377;0.5191864766336991;64.283134578037163;279.5839828713406;0.0022518189186120025;-2.9221848009157725;0.0;0.11379333753826511;0.12674961277918126;0.0021155283678344402;0.51930279662383383;64.125269925770752;279.01726011151891;0.0022621857851563907;3.2573381635003784;0.0;0.11384405403795529;0.12681014483036426
2300;34;0.0021164339849826662;0.51700565004826271;66.857105543826222;290.39063706392591;0.0021557006601608097;-1.7113849474213794;0.0;0.11363580511822061;0.1265616044910147;0.0021158139967684584;0.51705925873487246;66.773005764637304;290.11702563324832;0.0021627392160819469;1.9015770311611391;0.0;0.113673050877298;0.12660605401163869
2300;35;0.0021167126347554723;0.51918681238487852;64.283277045211918;279.58242110997026;0.0022518133735389485;-10.85794398485973;0.0;0.11379241688889703;0.12674851396773895;0.0021171353159290746;0.51930062608209826;64.124778702470522;279.02738816293714;0.0022622050399376432;-1.4337385406406611;0.0;0.11384924350936365;0.12681633877103157
2300;36;0.0021171001930070832;0.51700531451192844;66.857151194150461;290.3922896094025;0.0021556990246948773;-6.3652068649773241;0.0;0.11363639523071191;0.12656230872979723;0.0021170738722109468;0.51705828869017012;66.772692649947473;290.12174188547829;0.0021627504845759828;-0.8314510517024587;0.0;0.11367551982264598;0.12660900051727789
2300;37;0.0021166649344544009;0.517005494161766;66.857448525799697;290.39144554125909;0.002155688372565931;-6.9709848178987954;0.0;0.11363552868218872;0.12656127459303185;0.0021162728947518388;0.51705908898996389;66.772608573257813;290.11780755819649;0.0021627535103797891;-0.82247583539896141;0.0;0.11367406973321646;0.12660726994106852
2300;38;0.0021165875015631457;0.51560512610259279;68.472554133401189;297.56268638192137;0.0020992656644261299;-3.3718371502928335;0.0;0.11369738647864967;0.12663509697564918;0.0021042077556695134;0.51563944451079124;68.434270523182704;297.38483787272361;0.0021044838330543485;-0.51023205227807011;0.0;0.11369283595662733;0.1266296661877952
2300;39;0.0021132685234158165;0.51955761918783627;63.749315881732677;277.77617899958858;0.0022727798347345293;-4.714550518578875;0.0;0.11401205659141102;0.12701067628228521;0.0021125746848425454;0.51965075872548039;63.625014598686263;277.32567484935026;0.0022819572284085796;6.9258870988846866;0.0;0.1140509126420275;0.12705705877593598
2300;40;0.0021133311930058266;0.51721587987973694;66.541124023973808;289.3209583958386;0.0021670777570895147;-2.8111296217858239;0.0;0.11375924981845573;0.12670892891116395;0.0021127400601062005;0.51725712454771433;66.475828267496951;289.11117047288479;0.0021734845787710079;4.188223740092667;0.0;0.11378949929806463;0.12674503177533347
2300;41;0.002107473735989887;0.51722021688613784;66.553397754809836;289.30131588348985;0.0021666337054647177;-4.2249399033124746;0.0;0.11372948813000623;0.12667340891262369;0.0021143355444262664;0.51725736478494444;66.473137595451576;289.10965616223598;0.0021735823315661164;4.0645692950050716;0.0;0.11379365735808238;0.12674999448999003
2300;42;0.0020982603515710672;0.51570966914400462;68.324373759756085;297.01727404915397;0.0021043249800596401;-2.1791477186525299;0.0;0.11373651372179856;0.12668179375902761;0.0021136510456830791;0.51572280348672983;68.285670682241957;296.94628105609132;0.0021095729670138367;2.0489347556079451;0.0;0.11377515395732898;0.12672791047137213
2300;43;0.0021170417167034002;0.51903865126428983;63.580196490862484;280.190639266895;0.0022794979907527139;-11.916965799993307;0.0;0.11535714796135667;0.12861698293602841;0.0021169570592143401;0.51917276275861834;63.351091937358014;279.52941979918342;0.002292923085738789;2.6840355040178565;0.0;0.11550643328648548;0.12879534407964935
2300;44;0.0021176671948826904;0.5166341398203157;66.688110947591326;292.19876333267848;0.0021617712515859928;-7.0864813162074825;0.0;0.11467013266618642;0.12779637784605341;0.0021184867496910689;0.51670639642176608;66.553259308881692;291.82469769599203;0.0021706750640673967;1.6067033487445315;0.0;0.11475853454899913;0.1279019493197126
2300;45;0.0021881080163562126;0.51667289971488661;66.65270471246626;292.00276593548398;0.0021630472248639508;-4.0293445967193975;0.0;0.114653495547251;0.1277765100979521;0.0021176720786653326;0.51670242080101858;66.552724075288239;291.84424881631895;0.0021706944608453909;1.5001669835129405;0.0;0.11476746398339281;0.12791261337758517
2300;46;0.0021721026828735732;0.51525666125259761;68.572775999703552;299.33844008915003;0.0020958568768858648;-1.6201359504009361;0.0;0.11422766599631434;0.12726806395284745;0.0021170344526183346;0.51526399223834463;68.530814116921576;299.29588793048794;0.0021011899648737406;0.64816114273185121;0.0;0.1142833446419385;0.12733453712953186
2300;47;0.0021143642328330741;0.52004851134486685;63.010717322550057;275.39989603443729;0.002302400185847671;9.984578016962331;0.0;0.11437465264186913;0.12744355232155483;0.0021118879019074257;0.52008031864536886;62.985665276636233;275.2495705785297;0.002307708883755736;3.1978574841154739;0.0;0.11435706203831725;0.12742254990954247
2300;48;0.0021126687944884623;0.51750003649911602;66.095987417993541;287.8794571862735;0.0021833000374255687;6.0985858360453449;0.0;0.11396200845000871;0.12695093548578276;0.0021128653364638665;0.51750269272791416;66.089715642892401;287.86575012004602;0.0021875980690727981;1.9592227509349414;0.0;0.11396759559380895;0.12695760457779745
2300;49;0.0021103873913154263;0.51750053058634071;66.099640272837362;287.87751929395654;0.0021831659764227234;5.6538424471085591;0.0;0.11395468245331505;0.12694219084892075;0.0021124350236136412;0.51750244468920414;66.088744574616953;287.8668324192368;0.0021876337837891959;2.0538851267161817;0.0;0.11396977636312793;0.12696020765873064
2300;50;0.0021201128949152152;0.51585113793389359;68.093065246444098;296.27700862645298;0.0021122690026118942;3.0147690672592375;0.0;0.1138422064850204;0.12680793967178558;0.0021123509355461356;0.51584231092855126;68.090305007865936;296.32096067256867;0.0021162993834465049;1.0705187602070509;0.0;0.11386450496334993;0.12683455433748919
2300;51;0.002129455258171869;0.51957541759713677;62.668882833432605;277.55459690910646;0.0023163585063517601;-5.6079709869578664;0.0;0.11595491269515229;0.12933127372161435;0.0021154553326274911;0.51980578275098377;62.248390256564093;276.42735302887297;0.0023380984252072234;8.4158184032283145;0.0;0.11627551245076055;0.12971448110188369
2300;52;0.0021023321121886049;0.51695639816232442;66.137569739990283;290.5407868979014;0.0021817748760069085;-3.5917547394902272;0.0;0.11497963598275457;0.12816601955166845;0.0021159460554916257;0.51704620051131411;65.876421372226488;290.06668336266358;0.0021954694660547254;5.2771427178143426;0.0;0.11525696145150378;0.1284972928910679
2300;53;0.002184238571484014;0.51695229815430299;66.105077672200764;290.55675566295145;0.00218296645100072;-0.098325846101943171;0.0;0.11504479497973269;0.12824384862140176;0.0021167347819143183;0.51704561192720955;65.875712765635242;290.06947742633895;0.0021954957060998314;6.0945672983663712;0.0;0.11525939824518855;0.12850020397063111
2300;54;0.002181319392805311;0.51536551360513883;68.321333791671577;298.75445544905398;0.002104429016055509;0.15327639676172566;0.0;0.11443166164479021;0.12751162020327952;0.0021164506236071891;0.51540157569731493;68.214809076132298;298.55827176083767;0.0021120080231997068;3.0082422813507037;0.0;0.1145389202011753;0.12763969200879433
2300;55;0.0021193548371001201;0.5226577780733549;58.778165172555674;263.08191023370688;0.002487336566447462;12.668185931799769;0.0;0.11722942444212951;0.13085513223075251;0.0021635547383304244;0.52381754565328964;58.100364662400921;257.94865370436605;0.0025242927459704105;20.50672516761054;0.0;0.11624817513514679;0.12968180226021617
2300;56;0.0021239841657889184;0.51863395587947492;63.595941996364644;282.10874547413744;0.0022788709186224482;8.4601485936524057;0.0;0.11614628528865058;0.12956000878293561;0.0021589877281097229;0.51929688817361097;63.141707103328805;278.91921775637161;0.0023013730596601763;13.746404337349105;0.0;0.1156412877997578;0.12895647826733728
2300;57;0.0020478287810150623;0.51867827073767703;63.612318625839279;281.90034271420717;0.0022782190593191448;-1.010637485966015;0.0;0.11602633687629038;0.12941663911487242;0.0078123979259618111;0.52172356013740262;61.868912446744204;267.62653816865321;0.0023540381728750443;30.199344317825449;0.0;0.11315431730581468;0.12598708736766004
2300;58;0.0020376717275225418;0.51611200216838671;67.017915806349151;294.83422757796961;0.0021499540674757237;-1.8207471661241925;0.0;0.11515219810684936;0.12837214316826345;0.0074055784385024899;0.51756554948738553;65.912334874333425;287.53789143683764;0.0021941403516332549;21.171063290537973;0.0;0.11415067878039009;0.12717615497402401
2300;59;0.026175969670667952;0.52371798854239515;59.733607643337898;258.58643556318276;0.0024431704233099849;16.138760846369138;0.0;0.11324359202436184;0.12609359757387076;0.022614585508268586;0.52366432001765817;59.955712696766902;258.84607439742763;0.0024376489706709626;6.7109156085891186;0.0;0.1129260637062329;0.12571479479115194
2300;60;0.00015802412033603599;0.51856885548546483;65.869797249958992;282.7077377397016;0.0021916318719010829;-17.926266220446507;0.0;0.11223800046815914;0.12489422120567195;0.0039483016889207212;0.51853346741371642;65.623279448064579;282.84550356086476;0.0022048815016152759;15.19733124321192;0.0;0.1127321848999213;0.12548354083906635
2300;61;0.0093618235673266579;0.51872688483360319;65.125080804487411;281.86272545944797;0.0022194957919478889;51.912373122470967;0.0;0.11321719884152055;0.12606210825105379;0.0033526571426939441;0.51867694260306518;65.537281202291666;282.15179531506885;0.0022080964583152856;0.61268901525153296;0.0;0.1125984991428253;0.12532410063330465
2300;62;6.4657234320859998e-05;0.51464718219380889;69.575033088842801;302.57811862217807;0.0020623375571078677;0.24140171472168959;0.0;0.11378487571777617;0.12673951346996429;0.0040768528304325957;0.51469959230349294;69.296416015185386;302.27365482655483;0.002075412091873828;23.931777367697293;0.0;0.11414008684901934;0.12716351045532756
