Year;Discount Prices;Net Expected Damages;Expected Damages;Risk Premium;Expected SDF;Cross SDF & Damages;Discounted Expected Damages;Cov Term;Scaled Net Expected Damages;Scaled Risk Premiums
2015;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;0.89800846044906035;0.0017080216727056281;-0.049898931424718906;4.7301226966976506e-08;0.89800846044906035;-0.044809660391935041;-0.96570212812202905;2.1948300191199088e-09;0.0080974560918588637;2.2424751077626097e-07
2025;0.80641919980112675;0.0033040700855823013;-0.053660281581624503;1.8299398253392806e-07;0.80641919980112675;-0.043272672843030602;-0.932578333367862;8.4911261702402818e-09;0.015664064964729579;8.6754504484455154e-07
2030;0.72625022299764685;-2.3807584115138041;-0.15210991860112877;-0.015726851248613172;0.72625022299764685;-0.11119960585296478;-2.3807584115138041;-0.00072974354874109915;-11.286792791111848;-0.074558472813236257
2035;0.65252795911952932;-2.2946383624480875;-0.16317123869395989;-0.015752173951798579;0.65252795911952932;-0.10720471392256468;-2.2946383624480875;-0.00073091855058947386;-10.878511487026453;-0.074678523677020797
2040;0.58628940887480141;-2.2116103569552408;-0.17503506148741077;-0.015753160719698161;0.58628940887480141;-0.10335216706954607;-2.2116103569552408;-0.00073096433772749936;-10.484889064303944;-0.074683201784955494
2045;0.52677487291690739;-2.1315640730970391;-0.18775945931954752;-0.015731577066808944;0.52677487291690739;-0.09963692815401122;-2.1315640730970391;-0.00072996283200933709;-10.105402504375515;-0.074580877157367179
2050;0.4733017728505482;-2.0543931041779722;-0.2014066948837101;-0.015689092174079995;0.4733017728505482;-0.09605413723773383;-2.0543931041779722;-0.00072799148530440505;-9.7395473502084826;-0.074379463112722755
2055;0.42525682219099492;-1.9799948204652069;-0.21604352262936666;-0.015627283543244778;0.42525682219099492;-0.092599105383776387;-1.9799948204652069;-0.00072512349546362265;-9.3868370507428605;-0.074086438333070354
2060;0.38399099186044117;-2.9987821389391471;-0.36237010720652219;-0.10143120004752518;0.38399099186044117;-0.14385337840886148;-2.9987821389391471;-0.004706521522054613;-14.216743901525048;-0.48086900878039507
2065;0.34523589805809873;-2.8823624679416322;-0.38740135149001875;-0.10070729334612079;0.34523589805809873;-0.13841778492922097;-2.8823624679416322;-0.0046729314386431686;-13.66481696219194;-0.47743708351685971
